0, 0, Header, 1, 17, 480
1, 0, Start_track
3, 27360, Note_on_c, 0, 64, 25
3, 27600, Note_on_c, 0, 64, 0
3, 27600, Note_on_c, 0, 57, 0
3, 27600, Note_on_c, 0, 54, 0
3, 27600, Note_on_c, 0, 56, 21
3, 27600, Note_on_c, 0, 63, 25
3, 27600, Note_on_c, 0, 59, 21
3, 27840, Note_on_c, 0, 59, 0
3, 27840, Note_on_c, 0, 63, 0
3, 27840, Note_on_c, 0, 56, 0
3, 27840, Note_on_c, 0, 57, 21
3, 27840, Note_on_c, 0, 61, 25
3, 28320, Note_on_c, 0, 61, 0
3, 28320, Note_on_c, 0, 57, 0
3, 28320, Note_on_c, 0, 49, 25
3, 28800, Note_on_c, 0, 49, 0
3, 28800, Note_on_c, 0, 52, 23
3, 28800, Note_on_c, 0, 42, 19
3, 29037, Note_on_c, 0, 51, 22
3, 29037, Note_on_c, 0, 47, 18
3, 29040, Note_on_c, 0, 42, 0
3, 29040, Note_on_c, 0, 52, 0
3, 30237, Note_on_c, 0, 51, 0
3, 30237, Note_on_c, 0, 47, 0
3, 30240, Note_on_c, 0, 47, 22
3, 30540, Note_on_c, 0, 47, 0
3, 30540, Note_on_c, 0, 45, 22
3, 30600, Note_on_c, 0, 45, 0
3, 30604, Note_on_c, 0, 44, 21
3, 30657, Note_on_c, 0, 42, 20
3, 30664, Note_on_c, 0, 44, 0
3, 30717, Note_on_c, 0, 42, 0
3, 30720, Note_on_c, 0, 47, 22
3, 30720, Note_on_c, 0, 40, 18
3, 31200, Note_on_c, 0, 28, 16
3, 31200, Note_on_c, 0, 35, 19
3, 33600, Note_on_c, 0, 35, 0
3, 33600, Note_on_c, 0, 47, 0
3, 33600, Note_on_c, 0, 40, 0
3, 33600, Note_on_c, 0, 28, 0
3, 38400, Note_on_c, 0, 61, 28
3, 38400, Note_on_c, 0, 70, 34
3, 38880, Note_on_c, 0, 70, 0
3, 38880, Note_on_c, 0, 69, 29
3, 39360, Note_on_c, 0, 69, 0
3, 39360, Note_on_c, 0, 68, 34
3, 39840, Note_on_c, 0, 68, 0
3, 39840, Note_on_c, 0, 69, 32
3, 40320, Note_on_c, 0, 69, 0
3, 40320, Note_on_c, 0, 61, 0
3, 40320, Note_on_c, 0, 66, 28
3, 40320, Note_on_c, 0, 70, 34
3, 41280, Note_on_c, 0, 70, 0
3, 41280, Note_on_c, 0, 66, 0
3, 41280, Note_on_c, 0, 68, 27
3, 41280, Note_on_c, 0, 65, 22
3, 41760, Note_on_c, 0, 65, 0
3, 41760, Note_on_c, 0, 68, 0
3, 41760, Note_on_c, 0, 63, 22
3, 41760, Note_on_c, 0, 66, 27
3, 42240, Note_on_c, 0, 66, 0
3, 42240, Note_on_c, 0, 63, 0
3, 42240, Note_on_c, 0, 70, 22
3, 42240, Note_on_c, 0, 73, 27
3, 42720, Note_on_c, 0, 73, 0
3, 42720, Note_on_c, 0, 70, 0
3, 42720, Note_on_c, 0, 68, 23
3, 42720, Note_on_c, 0, 72, 28
3, 42960, Note_on_c, 0, 72, 0
3, 42960, Note_on_c, 0, 68, 0
3, 42960, Note_on_c, 0, 70, 32
3, 42960, Note_on_c, 0, 66, 27
3, 43200, Note_on_c, 0, 66, 0
3, 43200, Note_on_c, 0, 70, 0
3, 43200, Note_on_c, 0, 77, 39
3, 43200, Note_on_c, 0, 73, 32
3, 43680, Note_on_c, 0, 73, 0
3, 43680, Note_on_c, 0, 77, 0
3, 43680, Note_on_c, 0, 72, 38
3, 43680, Note_on_c, 0, 75, 46
3, 44160, Note_on_c, 0, 75, 0
3, 44160, Note_on_c, 0, 72, 0
3, 44160, Note_on_c, 0, 58, 33
3, 44160, Note_on_c, 0, 65, 39
3, 45120, Note_on_c, 0, 65, 0
3, 45120, Note_on_c, 0, 58, 0
3, 45120, Note_on_c, 0, 51, 18
3, 45120, Note_on_c, 0, 58, 22
3, 46080, Note_on_c, 0, 58, 0
3, 46080, Note_on_c, 0, 51, 0
3, 46080, Note_on_c, 0, 58, 23
3, 46080, Note_on_c, 0, 65, 27
3, 47040, Note_on_c, 0, 65, 0
3, 47040, Note_on_c, 0, 58, 0
3, 47040, Note_on_c, 0, 51, 18
3, 47040, Note_on_c, 0, 58, 22
3, 48480, Note_on_c, 0, 58, 0
3, 48480, Note_on_c, 0, 51, 0
3, 49920, Note_on_c, 0, 62, 22
3, 49920, Note_on_c, 0, 65, 27
3, 50400, Note_on_c, 0, 65, 0
3, 50400, Note_on_c, 0, 62, 0
3, 50400, Note_on_c, 0, 57, 19
3, 50400, Note_on_c, 0, 64, 23
3, 50880, Note_on_c, 0, 64, 0
3, 50880, Note_on_c, 0, 57, 0
3, 50880, Note_on_c, 0, 62, 22
3, 50880, Note_on_c, 0, 65, 27
3, 51360, Note_on_c, 0, 65, 0
3, 51360, Note_on_c, 0, 62, 0
3, 51360, Note_on_c, 0, 57, 21
3, 51360, Note_on_c, 0, 64, 25
3, 51840, Note_on_c, 0, 64, 0
3, 51840, Note_on_c, 0, 57, 0
3, 51840, Note_on_c, 0, 62, 22
3, 51840, Note_on_c, 0, 65, 27
3, 52800, Note_on_c, 0, 65, 0
3, 52800, Note_on_c, 0, 66, 20
3, 53280, Note_on_c, 0, 66, 0
3, 53280, Note_on_c, 0, 62, 0
3, 53280, Note_on_c, 0, 64, 20
3, 53280, Note_on_c, 0, 61, 20
3, 53760, Note_on_c, 0, 61, 0
3, 53760, Note_on_c, 0, 64, 0
3, 53760, Note_on_c, 0, 57, 18
3, 53760, Note_on_c, 0, 47, 15
3, 53997, Note_on_c, 0, 56, 17
3, 53997, Note_on_c, 0, 52, 14
3, 54000, Note_on_c, 0, 47, 0
3, 54000, Note_on_c, 0, 57, 0
3, 55197, Note_on_c, 0, 56, 0
3, 55197, Note_on_c, 0, 52, 0
3, 55200, Note_on_c, 0, 52, 17
3, 55500, Note_on_c, 0, 52, 0
3, 55500, Note_on_c, 0, 50, 17
3, 55560, Note_on_c, 0, 50, 0
3, 55564, Note_on_c, 0, 49, 16
3, 55617, Note_on_c, 0, 47, 16
3, 55624, Note_on_c, 0, 49, 0
3, 55677, Note_on_c, 0, 47, 0
3, 55680, Note_on_c, 0, 45, 14
3, 55680, Note_on_c, 0, 52, 17
3, 56160, Note_on_c, 0, 40, 15
3, 56160, Note_on_c, 0, 33, 12
3, 58560, Note_on_c, 0, 33, 0
3, 58560, Note_on_c, 0, 45, 0
3, 58560, Note_on_c, 0, 52, 0
3, 58560, Note_on_c, 0, 40, 0
3, 58560, End_track
4, 0, Start_track
4, 0, Title_t, "Pedale"
4, 0, Program_c, 0, 0
4, 1483, Control_c, 0, 64, 127
4, 1991, Control_c, 0, 64, 0
4, 6289, Control_c, 0, 64, 127
4, 7680, Control_c, 0, 64, 0
4, 7752, Control_c, 0, 64, 127
4, 7932, Control_c, 0, 64, 0
4, 7966, Control_c, 0, 64, 127
4, 8169, Control_c, 0, 64, 0
4, 8197, Control_c, 0, 64, 127
4, 8405, Control_c, 0, 64, 0
4, 8435, Control_c, 0, 64, 127
4, 8649, Control_c, 0, 64, 0
4, 8695, Control_c, 0, 64, 127
4, 8889, Control_c, 0, 64, 0
4, 8917, Control_c, 0, 64, 127
4, 9129, Control_c, 0, 64, 0
4, 9157, Control_c, 0, 64, 127
4, 9370, Control_c, 0, 64, 0
4, 9406, Control_c, 0, 64, 127
4, 9600, Control_c, 0, 64, 0
4, 9646, Control_c, 0, 64, 127
4, 9850, Control_c, 0, 64, 0
4, 9893, Control_c, 0, 64, 127
4, 10571, Control_c, 0, 64, 0
4, 10627, Control_c, 0, 64, 127
4, 11520, Control_c, 0, 64, 0
4, 11592, Control_c, 0, 64, 127
4, 11772, Control_c, 0, 64, 0
4, 11806, Control_c, 0, 64, 127
4, 12009, Control_c, 0, 64, 0
4, 12037, Control_c, 0, 64, 127
4, 12245, Control_c, 0, 64, 0
4, 12275, Control_c, 0, 64, 127
4, 12489, Control_c, 0, 64, 0
4, 12535, Control_c, 0, 64, 127
4, 12729, Control_c, 0, 64, 0
4, 12757, Control_c, 0, 64, 127
4, 12969, Control_c, 0, 64, 0
4, 12997, Control_c, 0, 64, 127
4, 13210, Control_c, 0, 64, 0
4, 13246, Control_c, 0, 64, 127
4, 13440, Control_c, 0, 64, 0
4, 13486, Control_c, 0, 64, 127
4, 13690, Control_c, 0, 64, 0
4, 13733, Control_c, 0, 64, 127
4, 14411, Control_c, 0, 64, 0
4, 14467, Control_c, 0, 64, 127
4, 14890, Control_c, 0, 64, 0
4, 14958, Control_c, 0, 64, 127
4, 15360, Control_c, 0, 64, 0
4, 15752, Control_c, 0, 64, 127
4, 16800, Control_c, 0, 64, 0
4, 17547, Control_c, 0, 64, 127
4, 19974, Control_c, 0, 64, 0
4, 23306, Control_c, 0, 64, 127
4, 23537, Control_c, 0, 64, 0
4, 24757, Control_c, 0, 64, 127
4, 24960, Control_c, 0, 64, 0
4, 26704, Control_c, 0, 64, 127
4, 26880, Control_c, 0, 64, 0
4, 27664, Control_c, 0, 64, 127
4, 27840, Control_c, 0, 64, 0
4, 28624, Control_c, 0, 64, 127
4, 28800, Control_c, 0, 64, 0
4, 29192, Control_c, 0, 64, 127
4, 30240, Control_c, 0, 64, 0
4, 30987, Control_c, 0, 64, 127
4, 33414, Control_c, 0, 64, 0
4, 36515, Control_c, 0, 64, 127
4, 36724, Control_c, 0, 64, 0
4, 36777, Control_c, 0, 64, 127
4, 36977, Control_c, 0, 64, 0
4, 38400, Control_c, 0, 64, 0
4, 38472, Control_c, 0, 64, 127
4, 38652, Control_c, 0, 64, 0
4, 38686, Control_c, 0, 64, 127
4, 38889, Control_c, 0, 64, 0
4, 38917, Control_c, 0, 64, 127
4, 39125, Control_c, 0, 64, 0
4, 39155, Control_c, 0, 64, 127
4, 39369, Control_c, 0, 64, 0
4, 39415, Control_c, 0, 64, 127
4, 39609, Control_c, 0, 64, 0
4, 39637, Control_c, 0, 64, 127
4, 39849, Control_c, 0, 64, 0
4, 39877, Control_c, 0, 64, 127
4, 40090, Control_c, 0, 64, 0
4, 40126, Control_c, 0, 64, 127
4, 40320, Control_c, 0, 64, 0
4, 40366, Control_c, 0, 64, 127
4, 40570, Control_c, 0, 64, 0
4, 40672, Control_c, 0, 64, 127
4, 41291, Control_c, 0, 64, 0
4, 41347, Control_c, 0, 64, 127
4, 41777, Control_c, 0, 64, 0
4, 41829, Control_c, 0, 64, 127
4, 42254, Control_c, 0, 64, 0
4, 42280, Control_c, 0, 64, 127
4, 42485, Control_c, 0, 64, 0
4, 42523, Control_c, 0, 64, 127
4, 42721, Control_c, 0, 64, 0
4, 42763, Control_c, 0, 64, 127
4, 43207, Control_c, 0, 64, 0
4, 43246, Control_c, 0, 64, 127
4, 43451, Control_c, 0, 64, 0
4, 43492, Control_c, 0, 64, 127
4, 43687, Control_c, 0, 64, 0
4, 43723, Control_c, 0, 64, 127
4, 44160, Control_c, 0, 64, 0
4, 44203, Control_c, 0, 64, 127
4, 44415, Control_c, 0, 64, 0
4, 45157, Control_c, 0, 64, 127
4, 45375, Control_c, 0, 64, 0
4, 46080, Control_c, 0, 64, 0
4, 46123, Control_c, 0, 64, 127
4, 46335, Control_c, 0, 64, 0
4, 47077, Control_c, 0, 64, 127
4, 47280, Control_c, 0, 64, 127
4, 47295, Control_c, 0, 64, 0
4, 49920, Control_c, 0, 64, 0
4, 49920, Control_c, 0, 64, 0
4, 49992, Control_c, 0, 64, 127
4, 50172, Control_c, 0, 64, 0
4, 50206, Control_c, 0, 64, 127
4, 50409, Control_c, 0, 64, 0
4, 50437, Control_c, 0, 64, 127
4, 50645, Control_c, 0, 64, 0
4, 50675, Control_c, 0, 64, 127
4, 50889, Control_c, 0, 64, 0
4, 50935, Control_c, 0, 64, 127
4, 51129, Control_c, 0, 64, 0
4, 51157, Control_c, 0, 64, 127
4, 51369, Control_c, 0, 64, 0
4, 51397, Control_c, 0, 64, 127
4, 51610, Control_c, 0, 64, 0
4, 51646, Control_c, 0, 64, 127
4, 51840, Control_c, 0, 64, 0
4, 51886, Control_c, 0, 64, 127
4, 52090, Control_c, 0, 64, 0
4, 52133, Control_c, 0, 64, 127
4, 52811, Control_c, 0, 64, 0
4, 52867, Control_c, 0, 64, 127
4, 53290, Control_c, 0, 64, 0
4, 53358, Control_c, 0, 64, 127
4, 53760, Control_c, 0, 64, 0
4, 54152, Control_c, 0, 64, 127
4, 55200, Control_c, 0, 64, 0
4, 55947, Control_c, 0, 64, 127
4, 59100, Control_c, 0, 64, 0
4, 59100, End_track
5, 0, Start_track
5, 0, Title_t, "Debussy: Childrens Corner 5"
5, 0, End_track
6, 0, Start_track
6, 0, Title_t, "Copyright © 2010 by Bernd Krueger"
6, 0, End_track
7, 0, Start_track
7, 0, Title_t, "http://www.piano-midi.de/"
7, 0, End_track
8, 0, Start_track
8, 0, Title_t, "Edition: 2011-07-02"
8, 0, End_track
9, 0, Start_track
9, 0, Title_t, "Spur 8"
9, 0, End_track
10, 0, Start_track
10, 0, Title_t, "Spur 9"
10, 0, End_track
11, 0, Start_track
11, 0, Title_t, "Spur 10"
11, 0, End_track
12, 0, Start_track
12, 0, Title_t, "Spur 11"
12, 0, End_track
13, 0, Start_track
13, 0, Title_t, "Spur 12"
13, 0, End_track
14, 0, Start_track
14, 0, Title_t, "Spur 13"
14, 0, End_track
15, 0, Start_track
15, 0, Title_t, "Spur 14"
15, 0, End_track
16, 0, Start_track
16, 0, Title_t, "Spur 15"
16, 0, End_track
17, 0, Start_track
17, 0, Title_t, "Spur 16"
17, 0, End_track
0, 0, End_of_file
